"original_id","content","year","region","word","word_id","meaning"
"11077","сыромятку ели.","","Лешук.","сыромятка","3462","Неприготовленные продукты"
"11078","сырянки тоже можно ести сырыми.","","Конош.","сырянки","3463","Сыроежки"
"11079","самая сыть нашла, полчаса, как отобедали.","","Красноб.","сыть","3464","Насыщение, сытость"
"11080","сычуг коровий чистили, промывали, варили, рулет делали, мясом, рисом фаршировали.","","Красноб.","сычуг","3465","Отдел желудка жвачного животного; кишка"
"11081","сяпу-то выбрось.сяпа-та, там такой пузырёк.","","Плесец.","сяпа","3466","Желчный пузырь рыбы"
"11082","в кринке творили тесто. буду севодня творить. штоб можно, значит, творить, тесто-то. на празник много пришлось творить, видь белого много надо было. надо бы в квашне потворить маленько.","","Вельск.","творить","3467","Замешивать тесто"
"11083","квашёнка – где творят тесто.","","Верхнетоем.","творить","3467","Замешивать тесто"
"11084","квашни-то ты не творила.","","Ленск.","творить","3467","Замешивать тесто"
"11085","тесто творить будешь. квашню творили, заспенны шаньги пекли.","","Лешук.","творить","3467","Замешивать тесто"
"11086","потом вот буду стряпать цего-ли, творить, она меня всё уцит. квашню, девки, творила я давеча.","","Мезен.","творить","3467","Замешивать тесто"
"11087","творили в зеленниках глиняных.","","Няндом.","творить","3467","Замешивать тесто"
"11088","цёго будёт творить","","Онеж.","творить","3467","Замешивать тесто"
"11089","как творят, так и творите.","","Примор.","творить","3467","Замешивать тесто"
"11090","в квашне тесто творили. где квашня, надо хоь короваев натворить. хлеб-от творили в квашне.","","Устьян.","творить","3467","Замешивать тесто"
"11091","и пекли, и творили всё в глиняных мисках.","","Шенк.","творить","3467","Замешивать тесто"
"11092","тётка-то наша всё твороженки печёт.","","Верхнетоем.","твороженка","3468","Ватрушка с творогом"
"11093","творожники скусные выйдут, тварог-от свежий. я творожников на дорогу тебе напеку.","","Каргоп.","творожник","3469","Пирог с творогом"
"11094","творожники пекём из творога. пироги с грибами, с рыбой, творожники, ягодники пекут. пресные пирожки, творожник, ягодник. каравашки пекут да творожники разны.","","Холмог.","творожник","3469","Пирог с творогом"
"11095","творожничек – уменьш. от творожник. творожницьков напекут.","","Каргоп.","творожник","3469","Пирог с творогом"
"11096","тельное – это рыбное филе и фарш смешивают с начинкой, заворачивают рулетом, потом отваривают или жарят.","","Красноб.","тельное","3470","Блюдо, похожее на рыбные зразы"
"11097","рёкша, когда теплишь масло, ети отходы отходят д рёкша. а сало-то теплишь от овец-то, ето, ошурки-то кладёшь и в ети ошурки кладёшь крупу, заваривашь, ето называется сальник. подойницёк с рожком, масло теплили.","","Плесец.","теплить","3471","Растапливать, делать мягким, жидким"
"11098","ягодных тепух, бывало, напекёшь.","","Лешук.","тепуха","3472","Изделие из бездрожжевого теста на основе простокваши, похожее на оладью, выпекавшееся на сковороде"
"11099","тяпушку-ту ешьте мяхку-ту, ндравицца дак. я тепушок лажу растворить. есь ишшо тяпушки-то цёрсвы. всё, квашню занёсла, завтре испёку, там тяпушки есь, на улици-те. матрёна житниками пекёт, а лька – тяпушками.","","Лешук.","тепушка (тяпушка)","3473","Хлеб круглой формы из ячменной муки"
"11100","тяпушки ели из мха, хлеб сами пекли. сичас и тяпушка испекёцца.","","Холмог.","тепушка (тяпушка)","3473","Хлеб круглой формы из ячменной муки"
"11101","севодня тяпушек натяпала.","","Верхнетоем.","тепушка (тяпушка, тяпушка)","3474","То же, что тепу́ха"
"11102","тяпушок натяпашь.","","Виногр.","тепушка (тяпушка, тяпушка)","3474","То же, что тепу́ха"
"11103","берём тесто из квашни. потом дижню нальёшь сверху, а потом ещё сметанку – вот и тепушки. опеть на сковородки испекут тепушки. пробуй тяпушки. там-то у меня тяпушки складёны. вы наклали тяпушок-то тяпушки напецёны. нету ницего, дак хошь тяпушок напеку.","","Лешук.","тепушка (тяпушка, тяпушка)","3474","То же, что тепу́ха"
"11104","тепушки пеку, хлеба белого не беру в магазине.","","Мезен.","тепушка (тяпушка, тяпушка)","3474","То же, что тепу́ха"
"11105","в войну, да и после, всё тяпушки делали.","","Няндом.","тепушка (тяпушка, тяпушка)","3474","То же, что тепу́ха"
"11106","простоквашу ложишь в муку, соли немножко, это тяпушка.","","Пинеж.","тепушка (тяпушка, тяпушка)","3474","То же, что тепу́ха"
"11107","мама пекла тепушок. тяпушки пекла да высушила. тяпушки мы без масла пекём. жёнки со всякими тяпушками из отрубей на молоке придут.","","Холмог.","тепушка (тяпушка, тяпушка)","3474","То же, что тепу́ха"
"11108","ись хоцца, тяпушек натяпаем. каши с молоком похлебали, и тяпушки натяпала.","","Шенк.","тепушка (тяпушка, тяпушка)","3474","То же, что тепу́ха"
"11109","тяпушечка – уменьш. от тяпушка. тяпушечки из житной муки.","","Котлас.","тепушка (тяпушка, тяпушка)","3474","То же, что тепу́ха"
"11110","каких-нибудь тяпушочок настряпашь. коровашков напекла да тяпушочёк.","","Холмог.","тепушка (тяпушка, тяпушка)","3474","То же, что тепу́ха"
"11111","тертуха – это картофку трать.","","Холмог.","тертуха","3475","Тёртый картофель"
"11112","а калитки делали с редькой, тёртушники называюце.","","Верхнетоем.","тертушник","3476","Калитка с тёртой редькой"
"11113","девки, идите тертушник ись, больно уж скусной.","","Верхнетоем.","тертушник","3476","Калитка с тёртой редькой"
"11114","белое тесто – тесто, замешенное на пшеничной муке. шаньги пресны из белого теста разведут.","","Пинеж.","тесто","3477","В сочетаниях"
"11115","кислое тесто – дрожжевое тесто. из кислого теста пекли картовны, пшённы шаньги. грибовники мы называли ишше пироги с грибами, были из хожалого, из кислого теста.","","Онеж.","тесто","3477","В сочетаниях"
"11116","пусть катька принесёт кислого теста, шшобы пекчи завтре.","","Холмог.","тесто","3477","В сочетаниях"
"11117","пресное тесто – бездрожжевое тесто. сли пресное тесто замешаешь, дак не будет хлеба-то. вехнетоем. шаньги были из пресного теста. сочень – это из пресного сдобного теста, и туда вот начиночку ложат на середину. скалкой плотный кружок раскатают, а потом края-то оставляют, штобы зашшипать, штобы не растекалось.","","Онеж.","тесто","3477","В сочетаниях"
"11118","столбовое тесто – свежее сдобное тесто. столбовое тесто – которо свежо, с яйцом да.","","Каргоп.","тесто","3477","В сочетаниях"
"11119","суровое тесто – бездрожжевое тесто. сочень-то – пирог из сурового теста.","","Котлас.","тесто","3477","В сочетаниях"
"11120","суровое тесто делали – нежилое тесто.","","Устьян.","тесто","3477","В сочетаниях"
"11121","чёрное тесто – тесто, замешенное на ржаной муке. наливки из чёрного теста, наливаеца начинкой, картошкой да.","","Каргоп.","тесто","3477","В сочетаниях"
"11122","тетерьки пекла.","","Каргоп.","тетерька (тетёрка)","3478","Вид шаньги"
"11123","свезёшь зерно на мельницу, смелёшь, а там тетерек напекёшь.","","Примор.","тетерька (тетёрка)","3478","Вид шаньги"
"11124","горки состроят на масленицу, тетёрки пекут и куличи.","","Холмог.","тетерька (тетёрка)","3478","Вид шаньги"
"11125","в которой год она вышла, все придут с тетёрками.","","Плесец.","тетерька (тетёрка)","3478","Вид шаньги"
"11126","пекли пироги, толокник – пирог с толокном.","","Конош.","толокник","3479","Пирог с начинкой из толокна"
"11127","в празники загибали четыре сорта пирогов – житники, толокники, сырники и рисовые.","","Няндом.","толокник","3479","Пирог с начинкой из толокна"
"11128","заварю-ко я толокницы. поешь толокницы-то.","","Каргоп.","толокница (толокница)","3480","Жидкая каша из ячменного толокна на молоке или воде"
"11129","толокницу из-под самовара сварят и хлебают. да толокница, да картовна каша.","","Няндом.","толокница (толокница)","3480","Жидкая каша из ячменного толокна на молоке или воде"
"11130","яцмень перепарят, высушат, замесят на кипяцёной воды, скусна толокница.","","Пинеж.","толокница (толокница)","3480","Жидкая каша из ячменного толокна на молоке или воде"
"11131","и с ягодами толокно намешают. толокно и сухим есть можно. в соцень толокна положат.","","Верхнетоем.","толокно","3481","Овсяная или ячменная мука"
"11132","с толокном-то пироги – то толоконники.","","Каргоп.","толокно","3481","Овсяная или ячменная мука"
"11133","пекли пироги, толокник – пирог с толокном.","","Конош.","толокно","3481","Овсяная или ячменная мука"
"11134","толокно с водой намешаешь комковатое.","","Красноб.","толокно","3481","Овсяная или ячменная мука"
"11135","еду-то готовили, дак тут толокно, толокно вкусно. наливны-ти шаньги хошь сметаной полей, хошь толокном, хошь церницей толцёной – всё скусны будут.","","Лешук.","толокно","3481","Овсяная или ячменная мука"
"11136","толокно-то едят с опарой жилой.","","Мезен.","толокно","3481","Овсяная или ячменная мука"
"11137","овсяное толокно с квасом хлебают.","","Пинеж.","толокно","3481","Овсяная или ячменная мука"
"11138","пирогов напекчи с толокном. а толокняница – токо воду скипятишь, да толокно заскёшь, да ещё покипятишь. а хорошо постницала – три ступки толокна съела, а ступка – три малёнки, а она три ступки съела толокна дак.","","Плесец.","толокно","3481","Овсяная или ячменная мука"
"11139","едят толокно на кипятки, а потом хлебают.","","Холмог.","толокно","3481","Овсяная или ячменная мука"
"11140","толоконце – уменьш. от толокно. толоконца насыпешь да вздёргиваешь.","","Верхнетоем.","толокно","3481","Овсяная или ячменная мука"
"11141","толокно получалось, когда парили овёс, его ели. овёс парили, это толокно и есть.","","Верхнетоем.","толокно","3481","Овсяная или ячменная мука"
"11142","варили кашу-толокняницу, толокна привезли зимой. а толокняница – токо воду скипятишь, да толокно заскёшь, да ещё покипятишь. воду скипетя, а потом толокном заболтают, рогаткой размешают, а потом масла добавя.","","Плесец.","толокняница","3482","Каша на воде из толокна, заправленная маслом"
"11143","раньше толокнянку часто едали. давай-ко, внучка, толокнянки заварим. наворзалась толокнянки с аппетитушкой.","","Каргоп.","толокнянка","3483","Жидкая каша из ячменного толокна на молоке или воде"
"11144","толокнянку кто со щавелем делал, а кто и без него.","","Плесец.","толокнянка","3483","Жидкая каша из ячменного толокна на молоке или воде"
"11145","толоконники раньше порато или. пекли толоконники.","","Верхнетоем.","толоконник","3484","То же, что толо́кник"
"11146","с толокном-то пироги-то толоконники.","","Каргоп.","толоконник","3484","То же, что толо́кник"
"11147","бывало, напеку толоконников-то порато много. толоконники-то у меня сёдни не вовсё скусны.","","Пинеж.","толоконник","3484","То же, что толо́кник"
"11148","ешь толоконницу-то. а я люблю толоконницу молочну.","","Каргоп.","толоконница","3485","Жидкая каша из ячменного толокна на молоке или воде"
"11149","набрали на бору-то толстокоренников, белых грибов.","","Пинеж.","толстокоренник (толстокорённик)","3486","Белый гриб"
"11150","толстокоренники, красношляпки на бору растут, они красны и коричневы, их варят, бахтерму убирать нать.","","Лешук.","толстокоренник (толстокорённик)","3486","Белый гриб"
"11151","за толстокоренниками любила ходить. в лесу берём грибы сыроега, конёк, бурый гриб, толстокоренник. толстокоренников целый кузов братья принесли.","","Пинеж.","толстокоренник (толстокорённик)","3486","Белый гриб"
"11152","летом часто за грибами ходили. бывало, наберём грибов всяких толстокоренник, красуля – много.","","Шенк.","толстокоренник (толстокорённик)","3486","Белый гриб"
"11153","одных толстокорышей набрал, будёт хороша жарёха.","","Лешук.","толстокорыш","3487","Подберёзовик"
"11154","теперь обабки пошли, а толстокорыши опеть недели через три.","","Лешук.","толстокорыш","3487","Подберёзовик"
"11155","это вот толстокорёнок, у него, вишь, шляпка красна, а корень-то толстой. которы маленьки, те хорошеньки, чистить их легко.","","Лешук.","толстокорёнок","3488","Подосиновик"
"11156","толстокорёныши берём, красный верх-от. бахтарма бурая, толста, он большой вырастет, они плотные.","","Лешук.","толстокорёныш","3489","То же, что толстокорё́нок"
"11157","хорошо, коли толстокорёныши, а иной раз дак и путного нет ничево. толстокорёныши, волнушки, красны обабки.","","Мезен.","толстокорёныш","3489","То же, что толстокорё́нок"
"11158","сенью на зиму заготовлели грибы, в леси брали толстокорёныши, на бору – обабки.","","Онеж.","толстокорёныш","3489","То же, что толстокорё́нок"
"11159","у нас из ёлки да осины выдолбят посудины, молоко скусно в них, сметана толста.","","Лешук.","толстый","3490","Жирный"
"11160","горох натолчём да толчельников наделаем.","","Каргоп.","толчельник","3491","Закрытый пирог с толчёным горохом"
"11161","точеников напекли.","","Каргоп.","толченик","3492","То же, что толче́льник"
"11162","раньше ишшо толчёвку делали из репы, в пост-то толчёху-то и едали.","","Холмог.","толчёвка","3493","Кушанье из толчёной пареной репы, которое обычно готовили в пост"
"11163","раньше ишшо толчёвку делали из репы, в пост-то толчёху-то и едали. в пост-то толцёхи натолкут в вёдра деревянны, да толцёху-то и едят. толчёха-то живёт, а она испугалась. а из пареной-то репы толчёху делали, в великий пост ели.","","Холмог.","толчёха","3494","То же, что толчё́вка"
"11164","а бруснику томили.","","Красноб.","томить","3495","Парить что-либо в печи"
"11165","топлёнка в банке на полке стоит. разогрей-ко топлёнку в печи, блины помазать надо.","","Каргоп.","топлёнка","3496","Топлёное масло"
"11166","луку не могла смекнуть, торговой-то лук тожо растёт.","","Онеж.","торговый","3497","Еда, выпечка, купленная в магазине"
"11167","раньше все своим хлебом жили, а теперь на торговый все перешли.","","Плесец.","торговый","3497","Еда, выпечка, купленная в магазине"
"11168","зерно провеют, торица отлетит.","","Красноб.","торица","3498","Остатки зерна после обмолота"
"11169","житниками любит тошкать хлеб.","","Лешук.","тошкать","3499","Печь"
"11170","требуху, пригодну в пищу, промоют, прополощут и варят.","","Красноб.","требуха","3500","Внутренности убитого животного"
"11171","оне эки, привыкают трескать. а оне трескают, только зубы ревят.","","Плесец.","трескать","3501","Есть с аппетитом"
"11172","на снегу делают старухи шабачи. а вот снежку вот мешают, мешают, тропают, тропают. снежку прибавлят, опеть муки прибавлят, и вот шабачи гороховы, луцце на снегу-ту, белого снегу.","","Плесец.","тропать","3502","Мешать"
"11173","засыплешь грибы да надо тузлуком залить.","","Вельск.","тузлук","3503","Насыщенный рассол для грибов или рыбы"
"11174","у меня нынче тузлук такой крепкой получился. рыбу шкереют, моют и опускают в тузлук – раствор крепкий.","","Мезен.","тузлук","3503","Насыщенный рассол для грибов или рыбы"
"11175","тузлук штобы был, надо рыбу или грибы в кадушке солить.","","Плесец.","тузлук","3503","Насыщенный рассол для грибов или рыбы"
"11176","лучший тузлук – из морской соли.","","Примор.","тузлук","3503","Насыщенный рассол для грибов или рыбы"
"11177","тузлук сделать под масло.","","Примор.","тузлук","3503","Насыщенный рассол для грибов или рыбы"
"11178","тупоси из ржаной муки катали, хлеб такой.","","Ленск.","тупось","3504","Хлеб из ржаной муки"
"11179","тюря – так это суп из картошки, лука и воды и ешшо масла.","","Котлас.","тюря","3505","Похлёбка из картофеля и лука, заправленная маслом"
"11180","ржаную муку купила, теперича и тюрю можно будет сделать.","","Вельск.","тюря","3505","Похлёбка из картофеля и лука, заправленная маслом"
"11181","хороша тюря.","","Холмог.","тюря","3505","Похлёбка из картофеля и лука, заправленная маслом"
"11182","тюри нахлебались да побежали.","","Шенк.","тюря","3505","Похлёбка из картофеля и лука, заправленная маслом"
"11183","хлеб или сухари в воду намельчишь, посолишь – вот и тюря тебе.","","Вельск.","тюря","3505","Похлёбка из картофеля и лука, заправленная маслом"
"11184","в войну тюрю часто мы хлебали. радёшеньки и тюре были.","","Каргоп.","тюря","3505","Похлёбка из картофеля и лука, заправленная маслом"
"11185","вместо молока тюрю исти с ржаным хлебушком – тоже не голодны, а если в тюрю луку да постного маслица, так совсем вкусно.","","Красноб.","тюря","3505","Похлёбка из картофеля и лука, заправленная маслом"
"11186","тюрю-ту ковды дак охвота поись.","","Лешук.","тюря","3505","Похлёбка из картофеля и лука, заправленная маслом"
"11187","а ешшо тюря была накрошат в воду хлеба и едят.","","Устьян.","тюря","3505","Похлёбка из картофеля и лука, заправленная маслом"
"11188","ись нечево было, вот и наварим тюри. кушай тюрю, яша, молочка-то нет. из одново лука тюрю делали. о какая тюря вкусная.","","Шенк.","тюря","3505","Похлёбка из картофеля и лука, заправленная маслом"
"11189","девки, тюри нать у меня нонце брюквы наросло.","","Няндом.","тюря","3505","Похлёбка из картофеля и лука, заправленная маслом"
"11190","редька растёт, дак тюрю делают а вот воду кипячёную остудят и редьки накрошат, хлеба, посолят.","","Вельск.","тюря","3505","Похлёбка из картофеля и лука, заправленная маслом"
"11191","это скало. тесто-то замешашь, дак раскаташь скалом-то. потом и тяпашь всяки плюшецки.","","Верхнетоем.","тяпать","3506","Лепить, формировать из теста пироги"
"11192","раньше так говорили – тесто тяпать да шаньги тяпать.","","Красноб.","тяпать","3506","Лепить, формировать из теста пироги"
"11193","из теста тяпаём колобочки. тяпунки всё тяпали.","","Няндом.","тяпать","3506","Лепить, формировать из теста пироги"
"11194","нечасто тяпаем пирожки.","","Устьян.","тяпать","3506","Лепить, формировать из теста пироги"
"11195","поддон из ржаной муки для шанёг-то тяпают, а сверху картошка.","","Холмог.","тяпать","3506","Лепить, формировать из теста пироги"
"11196","делали из крахмала тяпки – растолкёшь в воды, польёшь молока, разведёшь ды и на сковородку. тяпок натяпают из крахмалу. гнилу картошку насобирам на полосы, напекём тяпок – вкусно. из крахмала-то делали тяпки, из картошки, которая перезимовала.","","Холмог.","тяпка","3507","Лепёшка из картофеля или крахмала на молоке, которую выпекали на сковородке"
"11197","тяпочка – уменьш. от тяпка. из муки да из воды тяпочки делали – так и жили.","","Холмог.","тяпка","3507","Лепёшка из картофеля или крахмала на молоке, которую выпекали на сковородке"
"11198","так накатам-накатам, тяпнешь – и колоб.","","Лешук.","тяпнуть","3508","Месить, разминать тесто"
"11199","тяпунков из травы натяпали. тяпунки всё тяпали.","","Няндом.","тяпунок","3509","То же, что тя́пка"
"11200","когда перемерзнет картошка-то, то тяпунки делаем из крахмала.","","Холмог.","тяпунок","3509","То же, что тя́пка"
"11201","налью в тяпушку масла. давай тяпушку есь.","","Каргоп.","тяпушка","3510","Картофельное пюре"
"11202","картошки наварим, колотушкой колотим, железным курком в ступке, так тяпушку делали.","","Шенк.","тяпушка","3510","Картофельное пюре"
"11203","вкусно было, тяпушку ели. тяпушка-то – толокна наложат в ягоды, ягоды накладут в латку, выпарят в пеци, выжмут через решето, вот и едят с блинами.","","Плесец.","тяпушка","3511","Кушанье из уваренных в печи толчёных ягод и толокна"
"11204","хто у тя будет такую тяпушку ись","","Вельск.","тяпушка","3511","Кушанье из уваренных в печи толчёных ягод и толокна"
"11205","сейчас тяпушки бы принеси-ко, братец, мне тяпушки с ярушником.","","Устьян.","тяпушка","3511","Кушанье из уваренных в печи толчёных ягод и толокна"
"11206","тяпушники, потому как затяпанные пироги.","","Каргоп.","тяпушник","3512","Закрытый пирожок"
"11207","тяпушники делали. картошки натолкут, да и делают.","","Каргоп.","тяпушник","3513","То же, что тяпу́шка"
"11208","картошка-то уварилась.","","Онеж.","увариться","3514","Свариться, стать готовым к употреблению"
"11209","а у меня севодня и мекки не ужили. заводила на дрожжах, да ницево не ужили. когда уживёт, испеку колобашки.","","Верхнетоем.","ужить","3515","Подняться (о тесте)"
"11210","а как уживёт, замесить надо такой гушшины, как надо, знают вот стряпки.","","Котлас.","ужить","3515","Подняться (о тесте)"
"11211","вот они колотят всё, а к ужне поспевают, то и ладно.","","Каргоп.","ужна","3516","Время суток, когда обычно ужинали"
"11212","вы уж к ужне будете варить или теперь","","Котлас.","ужна","3516","Время суток, когда обычно ужинали"
"11213","а так всё до потёмок копали, до ужны до самой. жёнкой работала ведь, к ужне всегда приходила.","","Холмог.","ужна","3516","Время суток, когда обычно ужинали"
"11214","– ужины. а вечором всех накормим, собирам ужна, все ночуим у нинки.","","Холмог.","ужна","3516","Время суток, когда обычно ужинали"
"11215","ужна – это вецером.","","Верхнетоем.","ужна","3516","Время суток, когда обычно ужинали"
"11216","теперь уж всё ужин говорим, а вот в пословице-то – ужна умный сидит до ужны, а дурак до постели.","","Красноб.","ужна","3516","Время суток, когда обычно ужинали"
"11217","сённи жарево мясно на ужну. приходи нонь на ужну, мееву помацём, бабка ониска набродила.","","Лешук.","ужна","3516","Время суток, когда обычно ужинали"
"11218","ужной накормят, така мода была. в ранешне время были завтрак, обед, паужна, ужна. надо ужну варить.","","Онеж.","ужна","3516","Время суток, когда обычно ужинали"
"11219","ужна не нужна, был бы обед.","","Пинеж.","ужна","3516","Время суток, когда обычно ужинали"
"11220","два стола на обед садились, два стола на ужну.","","Примор.","ужна","3516","Время суток, когда обычно ужинали"
"11221","девок ужной кормят. спроси-ко у мати, готова ли ужно ужно-та поспела","","Устьян.","ужна","3516","Время суток, когда обычно ужинали"
"11222","собирают ужну. нать ужну варить. вечером ужна. ретина сходить вырвать к обеду ли ужны. на ужну чаще ели простоквашу с чёрным хлебом. а потом уж ужна пойдёт. для вас ведь боле не будет ужна друга. ужной кормили. у них ужны, у нас ужна.","","Холмог.","ужна","3516","Время суток, когда обычно ужинали"
"11223","ужнать сели в избушки.","","Онеж.","ужнать","3517","Ужинать"
"11224","ужнать у нас говорят.","","Холмог.","ужнать","3517","Ужинать"
"11225","ужнать садитесь иди-ко ужнать ну-ко, роботники, проходите-ко ужнать.","","Устьян.","ужнать","3517","Ужинать"
"11226","после ужна самоварчик согреют.","","Холмог.","ужно","3518","Ужин"
"11227","у них ужны, у нас ужна.","","Холмог.","ужны","3519","То же, что у́жна"
"11228","она ходит к натке уздить.","","Устьян.","уздить","3520","Есть"
"11229","узли, узли чай-то. узлить – ето чай-от пить, да и так што пьёшь, про то говоришь – узлишь.","","Холмог.","узлить","3521","Пить что-либо"
"11230","улей-ко гостям цяю или ягодницы уделай.","","Няндом.","улить","3522","Налить"
"11231","давай улью молоцька кошки, бенну никто не накормит.","","Лешук.","улить","3522","Налить"
"11232","не ульёте ли, девки, цяю-то мне","","Мезен.","улить","3522","Налить"
"11233","положи водички улить, я похлебаю.","","Холмог.","улить","3522","Налить"
"11234","всё умял, наелсе, нет хошь","","Лешук.","умять","3523","Быстро, с аппетитом съесть"
"11235","опеть уплавила суп, но ты и некошна","","Лешук.","уплавить","3524","Упустить момент закипания"
"11236","шти-ти все упрели, полцюгуна нету, нашшо в сам-от жар-от поставила","","Лешук.","упреть","3525","Выпариться, выкипеть"
"11237","в штенике всегда суп в печь ставлю, сперва мясо, а когда оно упреет, тогда заправку разну делаю. каша в печи хорошо упрела. репа упрела, мягка, вкусна. в русской печи всё упреет, разомлеет.","","Красноб.","упреть","3525","Выпариться, выкипеть"
"11238","картошка-то, посмотри, не упрела, нет тогды запихай в печку.","","Ленск.","упреть","3525","Выпариться, выкипеть"
"11239","молоко-то сседице в кринке, в криноцьке ставишь в пець, оно и уприёт. творогу-то ушатами собирали. мясо в печи упрело. ягоды в печи упрели.","","Устьян.","упреть","3525","Выпариться, выкипеть"
"11240","поела бы пецёрского усолу, больно скусной, ишше бы со своим житником.","","Лешук.","усол","3526","Рыбный засол"
"11241","кипришиху варили, дак солоду возьмут, сделают ягод и ставят в печку. вот это усолодиёт, и вот и называли кипришихой.","","Вилег.","усолодеть","3527","Стать сладким, засахариться"
"11242","к витькину приходу пельменей хоть успешить нать.","","Пинеж.","успешить","3528","Приготовить что-либо"
"11243","устоёк на молоке настоица, дак помажёшь.","","Няндом.","устоек","3529","Сливки"
"11244","вечёрошно устоек настоял.","","Онеж.","устоек","3529","Сливки"
"11245","с молока устоек, ныне сливки. устоек-то соймём да и в тесто положим. корова хороша была, устоёк густой садилсы.","","Плесец.","устоек","3529","Сливки"
"11246","устоек образуецца. устоек, сметану вертят, масло.","","Холмог.","устоек","3529","Сливки"
"11247","устоечок – уменьш. от устоек. там сними устоечок-от да намажь на хлеб-от, скусне будё.","","Холмог.","устоек","3529","Сливки"
"11248","не болтай молоко, устой будет, сметану снимем и простоквашу на грудки в печь поставим. устой на сметану пойдёт. не сливай ему один устой, перемешай, взболтай молоко в кринке-то.","","Красноб.","устой","3530","То же, что усто́ек"
"11249","больно хорошо суп-то с устоем хлебать.","","Лешук.","устой","3530","То же, что усто́ек"
"11250","устой со свежого молока сымают и в пець ставя на грудки.","","Пинеж.","устой","3530","То же, что усто́ек"
"11251","один устой сымём да.","","Плесец.","устой","3530","То же, что усто́ек"
"11252","губницы-то нальёшь, дак устою-то положи.","","Шенк.","устой","3530","То же, что усто́ек"
"11253","вот блюдо на столе тут стоит, и утькаем. утькаем – едим, значит. блюдо поставят, только утькают.","","Шенк.","утькать","3531","Есть"
"11254","утькай знай чай-то.","","Пинеж.","утькать","3531","Есть"
"11255","уж так ли он уху солону любил.","","Плесец.","уха","3532","В сочетании. Уха́ соло́на – Уха из солёной рыбы"
"11256","уха сухая – уха из сушёной рыбы. суха уха – котора из сушёной рыбы варится. зимой-то суху уху варим из сушья.","","Плесец.","уха","3532","В сочетании. Уха́ соло́на – Уха из солёной рыбы"
"11257","есь волнуха и сыровяги, их солят и уху варят, но их не сушат. хошь бы грибов на уху наросло ле на жарко. у нас уха из грибов-то, уху варят. уху варят из грибов.","","Холмог.","уха","3532","В сочетании. Уха́ соло́на – Уха из солёной рыбы"
"11258","уху-то нать из сушья сварить.","","Верхнетоем.","уха","3532","В сочетании. Уха́ соло́на – Уха из солёной рыбы"
"11259","рыбы должно хватить на уху и на рыбники.","","Вилег.","уха","3532","В сочетании. Уха́ соло́на – Уха из солёной рыбы"
"11260","хороша уха из ершового сушья.","","Виногр.","уха","3532","В сочетании. Уха́ соло́на – Уха из солёной рыбы"
"11261","наготовили сущика летом. а зимой вкусна уха из сущика.","","Каргоп.","уха","3532","В сочетании. Уха́ соло́на – Уха из солёной рыбы"
"11262","в пост из сущика вкусну уху варили.","","Красноб.","уха","3532","В сочетании. Уха́ соло́на – Уха из солёной рыбы"
"11263","когда уху сваришь, когда выжаришь рыбу. кто всё время добывает рыбу, тот уху не хлебает. а мы меев надобываем, и то похлёбаю ухи. выймешь рыбу – и уха останецца. рыбу выймешь, уху в стакан нальёшь и пьёшь. в уху-то дак рыба с клёском нать, скусне так-то. пестышей удили у берега, на уху хошь.","","Лешук.","уха","3532","В сочетании. Уха́ соло́на – Уха из солёной рыбы"
"11264","уху-то хлебай, пока горяча, да маслица кусочек кинь. без навару уха-то вышла, словно в пост.","","Мезен.","уха","3532","В сочетании. Уха́ соло́на – Уха из солёной рыбы"
"11265","вчера варила уху из сущика. уху из сущика варили.","","Няндом.","уха","3532","В сочетании. Уха́ соло́на – Уха из солёной рыбы"
"11266","поешь, похлебай ухи. уха жирна-жирна, да ешшо осолила. из сушья уху варили. давай хлебайте уху. коль долго хлёбали уху-то. нать рыбы брать, своя уха хлёбать. меня крыцит фомисна, иди ухи хлёбать.","","Онеж.","уха","3532","В сочетании. Уха́ соло́на – Уха из солёной рыбы"
